,Nominative,accusative_nom,accusative_gen,genitive,partitive,inessive,elative,illative,adessive,ablative,allative,essive,translative,abessive
1672,toimihenkilö,toimihenkilö,toimihenkilön,toimihenkilön,toimihenkilöä,toimihenkilössä,toimihenkilöstä,toimihenkilöön,toimihenkilöllä,toimihenkilöltä,toimihenkilölle,toimihenkilönä,toimihenkilöksi,toimihenkilöttä
1673,tulija,tulija,tulijan,tulijan,tulijaa,tulijassa,tulijasta,tulijaan,tulijalla,tulijalta,tulijalle,tulijana,tulijaksi,tulijatta
1674,palsta,palsta,palstan,palstan,palstaa,palstassa,palstasta,palstaan,palstalla,palstalta,palstalle,palstana,palstaksi,palstatta
1675,tasku,tasku,taskun,taskun,taskua,taskussa,taskusta,taskuun,taskulla,taskulta,taskulle,taskuna,taskuksi,taskutta
1676,muistomerkki,muistomerkki,muistomerkin,muistomerkin,muistomerkkiä,muistomerkissä,muistomerkistä,muistomerkkiin,muistomerkillä,muistomerkiltä,muistomerkille,muistomerkkinä,muistomerkiksi,muistomerkittä
1677,vilja,vilja,viljan,viljan,viljaa,viljassa,viljasta,viljaan,viljalla,viljalta,viljalle,viljana,viljaksi,viljatta
1678,tunnus,tunnus,tunnuksen,tunnuksen,tunnusta,tunnuksessa,tunnuksesta,tunnukseen,tunnuksella,tunnukselta,tunnukselle,tunnuksena,tunnukseksi,tunnuksetta
1679,hallinto-oikeus,hallinto-oikeus,hallinto-oikeuden,hallinto-oikeuden,hallinto-oikeutta,hallinto-oikeudessa,hallinto-oikeudesta,hallinto-oikeuteen,hallinto-oikeudella,hallinto-oikeudelta,hallinto-oikeudelle,hallinto-oikeutena,hallinto-oikeudeksi,hallinto-oikeudetta
1680,laituri,laituri,laiturin,laiturin,laituria,laiturissa,laiturista,laituriin,laiturilla,laiturilta,laiturille,laiturina,laituriksi,laituritta
1681,talouspolitiikka,talouspolitiikka,talouspolitiikan,talouspolitiikan,talouspolitiikkaa,talouspolitiikassa,talouspolitiikasta,talouspolitiikkaan,talouspolitiikalla,talouspolitiikalta,talouspolitiikalle,talouspolitiikkana,talouspolitiikaksi,talouspolitiikatta
1682,aluepolitiikka,aluepolitiikka,aluepolitiikan,aluepolitiikan,aluepolitiikkaa,aluepolitiikassa,aluepolitiikasta,aluepolitiikkaan,aluepolitiikalla,aluepolitiikalta,aluepolitiikalle,aluepolitiikkana,aluepolitiikaksi,aluepolitiikatta
1683,lyönti,lyönti,lyönnin,lyönnin,lyöntiä,lyönnissä,lyönnistä,lyöntiin,lyönnillä,lyönniltä,lyönnille,lyöntinä,lyönniksi,lyönnittä
1684,liikenneministeri,liikenneministeri,liikenneministerin,liikenneministerin,liikenneministeriä,liikenneministerissä,liikenneministeristä,liikenneministeriin,liikenneministerillä,liikenneministeriltä,liikenneministerille,liikenneministerinä,liikenneministeriksi,liikenneministerittä
1685,tulokas,tulokas,tulokkaan,tulokkaan,tulokasta,tulokkaassa,tulokkaasta,tulokkaaseen,tulokkaalla,tulokkaalta,tulokkaalle,tulokkaana,tulokkaaksi,tulokkaatta
1686,lakimies,lakimies,lakimiehen,lakimiehen,lakimiestä,lakimiehessä,lakimiehestä,lakimieheen,lakimiehellä,lakimieheltä,lakimiehelle,lakimiehenä,lakimieheksi,lakimiehettä
1687,paavi,paavi,paavin,paavin,paavia,paavissa,paavista,paaviin,paavilla,paavilta,paaville,paavina,paaviksi,paavitta
1688,elinkeino,elinkeino,elinkeinon,elinkeinon,elinkeinoa,elinkeinossa,elinkeinosta,elinkeinoon,elinkeinolla,elinkeinolta,elinkeinolle,elinkeinona,elinkeinoksi,elinkeinotta
1689,riemu,riemu,riemun,riemun,riemua,riemussa,riemusta,riemuun,riemulla,riemulta,riemulle,riemuna,riemuksi,riemutta
1690,ratkaiseminen,ratkaiseminen,ratkaisemisen,ratkaisemisen,ratkaisemista,ratkaisemisessa,ratkaisemisesta,ratkaisemiseen,ratkaisemisella,ratkaisemiselta,ratkaisemiselle,ratkaisemisena,ratkaisemiseksi,ratkaisemisetta
1691,kesäloma,kesäloma,kesäloman,kesäloman,kesälomaa,kesälomassa,kesälomasta,kesälomaan,kesälomalla,kesälomalta,kesälomalle,kesälomana,kesälomaksi,kesälomatta
1692,fani,fani,fanin,fanin,fania,fanissa,fanista,faniin,fanilla,fanilta,fanille,fanina,faniksi,fanitta
1693,vaalikampanja,vaalikampanja,vaalikampanjan,vaalikampanjan,vaalikampanjaa,vaalikampanjassa,vaalikampanjasta,vaalikampanjaan,vaalikampanjalla,vaalikampanjalta,vaalikampanjalle,vaalikampanjana,vaalikampanjaksi,vaalikampanjatta
1694,käsityö,käsityö,käsityön,käsityön,käsityötä,käsityössä,käsityöstä,käsityöhön,käsityöllä,käsityöltä,käsityölle,käsityönä,käsityöksi,käsityöttä
1695,laboratorio,laboratorio,laboratorion,laboratorion,laboratoriota,laboratoriossa,laboratoriosta,laboratorioon,laboratoriolla,laboratoriolta,laboratoriolle,laboratoriona,laboratorioksi,laboratoriotta
1696,punainen,punainen,punaisen,punaisen,punaista,punaisessa,punaisesta,punaiseen,punaisella,punaiselta,punaiselle,punaisena,punaiseksi,punaisetta
1697,rima,rima,riman,riman,rimaa,rimassa,rimasta,rimaan,rimalla,rimalta,rimalle,rimana,rimaksi,rimatta
1698,tupakointi,tupakointi,tupakoinnin,tupakoinnin,tupakointia,tupakoinnissa,tupakoinnista,tupakointiin,tupakoinnilla,tupakoinnilta,tupakoinnille,tupakointina,tupakoinniksi,tupakoinnitta
1699,keskittyminen,keskittyminen,keskittymisen,keskittymisen,keskittymistä,keskittymisessä,keskittymisestä,keskittymiseen,keskittymisellä,keskittymiseltä,keskittymiselle,keskittymisenä,keskittymiseksi,keskittymisettä
1700,arvokisa,arvokisa,arvokisan,arvokisan,arvokisaa,arvokisassa,arvokisasta,arvokisaan,arvokisalla,arvokisalta,arvokisalle,arvokisana,arvokisaksi,arvokisatta
1701,market,market,marketin,marketin,marketia,marketissa,marketista,marketiin,marketilla,marketilta,marketille,marketina,marketiksi,marketitta
1702,annos,annos,annoksen,annoksen,annosta,annoksessa,annoksesta,annokseen,annoksella,annokselta,annokselle,annoksena,annokseksi,annoksetta
1703,kuntoutus,kuntoutus,kuntoutuksen,kuntoutuksen,kuntoutusta,kuntoutuksessa,kuntoutuksesta,kuntoutukseen,kuntoutuksella,kuntoutukselta,kuntoutukselle,kuntoutuksena,kuntoutukseksi,kuntoutuksetta
1704,nosto,nosto,noston,noston,nostoa,nostossa,nostosta,nostoon,nostolla,nostolta,nostolle,nostona,nostoksi,nostotta
1705,lähetystö,lähetystö,lähetystön,lähetystön,lähetystöä,lähetystössä,lähetystöstä,lähetystöön,lähetystöllä,lähetystöltä,lähetystölle,lähetystönä,lähetystöksi,lähetystöttä
1706,patsas,patsas,patsaan,patsaan,patsasta,patsaassa,patsaasta,patsaaseen,patsaalla,patsaalta,patsaalle,patsaana,patsaaksi,patsaatta
1707,sairaanhoitaja,sairaanhoitaja,sairaanhoitajan,sairaanhoitajan,sairaanhoitajaa,sairaanhoitajassa,sairaanhoitajasta,sairaanhoitajaan,sairaanhoitajalla,sairaanhoitajalta,sairaanhoitajalle,sairaanhoitajana,sairaanhoitajaksi,sairaanhoitajatta
1708,rikollinen,rikollinen,rikollisen,rikollisen,rikollista,rikollisessa,rikollisesta,rikolliseen,rikollisella,rikolliselta,rikolliselle,rikollisena,rikolliseksi,rikollisetta
1709,sisar,sisar,sisaren,sisaren,sisarta,sisaressa,sisaresta,sisareen,sisarella,sisarelta,sisarelle,sisarena,sisareksi,sisaretta
1710,kontakti,kontakti,kontaktin,kontaktin,kontaktia,kontaktissa,kontaktista,kontaktiin,kontaktilla,kontaktilta,kontaktille,kontaktina,kontaktiksi,kontaktitta
1711,johtaminen,johtaminen,johtamisen,johtamisen,johtamista,johtamisessa,johtamisesta,johtamiseen,johtamisella,johtamiselta,johtamiselle,johtamisena,johtamiseksi,johtamisetta
1712,siemen,siemen,siemenen,siemenen,siementä,siemenessä,siemenestä,siemeneen,siemenellä,siemeneltä,siemenelle,siemenenä,siemeneksi,siemenettä
1713,käyttäminen,käyttäminen,käyttämisen,käyttämisen,käyttämistä,käyttämisessä,käyttämisestä,käyttämiseen,käyttämisellä,käyttämiseltä,käyttämiselle,käyttämisenä,käyttämiseksi,käyttämisettä
1714,laajuus,laajuus,laajuuden,laajuuden,laajuutta,laajuudessa,laajuudesta,laajuuteen,laajuudella,laajuudelta,laajuudelle,laajuutena,laajuudeksi,laajuudetta
1715,lahjoitus,lahjoitus,lahjoituksen,lahjoituksen,lahjoitusta,lahjoituksessa,lahjoituksesta,lahjoitukseen,lahjoituksella,lahjoitukselta,lahjoitukselle,lahjoituksena,lahjoitukseksi,lahjoituksetta
1716,äidinkieli,äidinkieli,äidinkielen,äidinkielen,äidinkieltä,äidinkielessä,äidinkielestä,äidinkieleen,äidinkielellä,äidinkieleltä,äidinkielelle,äidinkielenä,äidinkieleksi,äidinkielettä
1717,aatto,aatto,aaton,aaton,aattoa,aatossa,aatosta,aattoon,aatolla,aatolta,aatolle,aattona,aatoksi,aatotta
1718,vastaväittäjä,vastaväittäjä,vastaväittäjän,vastaväittäjän,vastaväittäjää,vastaväittäjässä,vastaväittäjästä,vastaväittäjään,vastaväittäjällä,vastaväittäjältä,vastaväittäjälle,vastaväittäjänä,vastaväittäjäksi,vastaväittäjättä
1719,verottaja,verottaja,verottajan,verottajan,verottajaa,verottajassa,verottajasta,verottajaan,verottajalla,verottajalta,verottajalle,verottajana,verottajaksi,verottajatta
1720,viulu,viulu,viulun,viulun,viulua,viulussa,viulusta,viuluun,viululla,viululta,viululle,viuluna,viuluksi,viulutta
1721,kansantalous,kansantalous,kansantalouden,kansantalouden,kansantaloutta,kansantaloudessa,kansantaloudesta,kansantalouteen,kansantaloudella,kansantaloudelta,kansantaloudelle,kansantaloutena,kansantaloudeksi,kansantaloudetta
1722,mennyt,mennyt,menneen,menneen,mennyttä,menneessä,menneestä,menneeseen,menneellä,menneeltä,menneelle,menneenä,menneeksi,menneettä
1723,päämaja,päämaja,päämajan,päämajan,päämajaa,päämajassa,päämajasta,päämajaan,päämajalla,päämajalta,päämajalle,päämajana,päämajaksi,päämajatta
1724,tärkeys,tärkeys,tärkeyden,tärkeyden,tärkeyttä,tärkeydessä,tärkeydestä,tärkeyteen,tärkeydellä,tärkeydeltä,tärkeydelle,tärkeytenä,tärkeydeksi,tärkeydettä
1725,runko,runko,rungon,rungon,runkoa,rungossa,rungosta,runkoon,rungolla,rungolta,rungolle,runkona,rungoksi,rungotta
1726,meijeri,meijeri,meijerin,meijerin,meijeriä,meijerissä,meijeristä,meijeriin,meijerillä,meijeriltä,meijerille,meijerinä,meijeriksi,meijerittä
1727,oikeusasiamies,oikeusasiamies,oikeusasiamiehen,oikeusasiamiehen,oikeusasiamiestä,oikeusasiamiehessä,oikeusasiamiehestä,oikeusasiamieheen,oikeusasiamiehellä,oikeusasiamieheltä,oikeusasiamiehelle,oikeusasiamiehenä,oikeusasiamieheksi,oikeusasiamiehettä
1728,rekisteri,rekisteri,rekisterin,rekisterin,rekisteriä,rekisterissä,rekisteristä,rekisteriin,rekisterillä,rekisteriltä,rekisterille,rekisterinä,rekisteriksi,rekisterittä
1729,oululainen,oululainen,oululaisen,oululaisen,oululaista,oululaisessa,oululaisesta,oululaiseen,oululaisella,oululaiselta,oululaiselle,oululaisena,oululaiseksi,oululaisetta
1730,tehokkuus,tehokkuus,tehokkuuden,tehokkuuden,tehokkuutta,tehokkuudessa,tehokkuudesta,tehokkuuteen,tehokkuudella,tehokkuudelta,tehokkuudelle,tehokkuutena,tehokkuudeksi,tehokkuudetta
1731,moraali,moraali,moraalin,moraalin,moraalia,moraalissa,moraalista,moraaliin,moraalilla,moraalilta,moraalille,moraalina,moraaliksi,moraalitta
1732,saneeraus,saneeraus,saneerauksen,saneerauksen,saneerausta,saneerauksessa,saneerauksesta,saneeraukseen,saneerauksella,saneeraukselta,saneeraukselle,saneerauksena,saneeraukseksi,saneerauksetta
1733,persoona,persoona,persoonan,persoonan,persoonaa,persoonassa,persoonasta,persoonaan,persoonalla,persoonalta,persoonalle,persoonana,persoonaksi,persoonatta
1734,pohjavesi,pohjavesi,pohjaveden,pohjaveden,pohjavettä,pohjavedessä,pohjavedestä,pohjaveteen,pohjavedellä,pohjavedeltä,pohjavedelle,pohjavetenä,pohjavedeksi,pohjavedettä
1735,tunneli,tunneli,tunnelin,tunnelin,tunnelia,tunnelissa,tunnelista,tunneliin,tunnelilla,tunnelilta,tunnelille,tunnelina,tunneliksi,tunnelitta
1736,allas,allas,altaan,altaan,allasta,altaassa,altaasta,altaaseen,altaalla,altaalta,altaalle,altaana,altaaksi,altaatta
1737,konsultti,konsultti,konsultin,konsultin,konsulttia,konsultissa,konsultista,konsulttiin,konsultilla,konsultilta,konsultille,konsulttina,konsultiksi,konsultitta
1738,hintataso,hintataso,hintatason,hintatason,hintatasoa,hintatasossa,hintatasosta,hintatasoon,hintatasolla,hintatasolta,hintatasolle,hintatasona,hintatasoksi,hintatasotta
1739,sokeri,sokeri,sokerin,sokerin,sokeria,sokerissa,sokerista,sokeriin,sokerilla,sokerilta,sokerille,sokerina,sokeriksi,sokeritta
1740,armo,armo,armon,armon,armoa,armossa,armosta,armoon,armolla,armolta,armolle,armona,armoksi,armotta
1741,salkku,salkku,salkun,salkun,salkkua,salkussa,salkusta,salkkuun,salkulla,salkulta,salkulle,salkkuna,salkuksi,salkutta
1742,konflikti,konflikti,konfliktin,konfliktin,konfliktia,konfliktissa,konfliktista,konfliktiin,konfliktilla,konfliktilta,konfliktille,konfliktina,konfliktiksi,konfliktitta
1743,alakerta,alakerta,alakerran,alakerran,alakertaa,alakerrassa,alakerrasta,alakertaan,alakerralla,alakerralta,alakerralle,alakertana,alakerraksi,alakerratta
1744,esikuva,esikuva,esikuvan,esikuvan,esikuvaa,esikuvassa,esikuvasta,esikuvaan,esikuvalla,esikuvalta,esikuvalle,esikuvana,esikuvaksi,esikuvatta
1745,kaukalo,kaukalo,kaukalon,kaukalon,kaukaloa,kaukalossa,kaukalosta,kaukaloon,kaukalolla,kaukalolta,kaukalolle,kaukalona,kaukaloksi,kaukalotta
1746,arkkipiispa,arkkipiispa,arkkipiispan,arkkipiispan,arkkipiispaa,arkkipiispassa,arkkipiispasta,arkkipiispaan,arkkipiispalla,arkkipiispalta,arkkipiispalle,arkkipiispana,arkkipiispaksi,arkkipiispatta
1747,lause,lause,lauseen,lauseen,lausetta,lauseessa,lauseesta,lauseeseen,lauseella,lauseelta,lauseelle,lauseena,lauseeksi,lauseetta
1748,työmaa,työmaa,työmaan,työmaan,työmaata,työmaassa,työmaasta,työmaahan,työmaalla,työmaalta,työmaalle,työmaana,työmaaksi,työmaatta
1749,massa,massa,massan,massan,massaa,massassa,massasta,massaan,massalla,massalta,massalle,massana,massaksi,massatta
1750,seuranta,seuranta,seurannan,seurannan,seurantaa,seurannassa,seurannasta,seurantaan,seurannalla,seurannalta,seurannalle,seurantana,seurannaksi,seurannatta
1751,tanskalainen,tanskalainen,tanskalaisen,tanskalaisen,tanskalaista,tanskalaisessa,tanskalaisesta,tanskalaiseen,tanskalaisella,tanskalaiselta,tanskalaiselle,tanskalaisena,tanskalaiseksi,tanskalaisetta
1752,kitara,kitara,kitaran,kitaran,kitaraa,kitarassa,kitarasta,kitaraan,kitaralla,kitaralta,kitaralle,kitarana,kitaraksi,kitaratta
1753,lohi,lohi,lohen,lohen,lohta,lohessa,lohesta,loheen,lohella,lohelta,lohelle,lohena,loheksi,lohetta
1754,valtuus,valtuus,valtuuden,valtuuden,valtuutta,valtuudessa,valtuudesta,valtuuteen,valtuudella,valtuudelta,valtuudelle,valtuutena,valtuudeksi,valtuudetta
1755,piikki,piikki,piikin,piikin,piikkiä,piikissä,piikistä,piikkiin,piikillä,piikiltä,piikille,piikkinä,piikiksi,piikittä
1756,teltta,teltta,teltan,teltan,telttaa,teltassa,teltasta,telttaan,teltalla,teltalta,teltalle,telttana,teltaksi,teltatta
1757,vastapaino,vastapaino,vastapainon,vastapainon,vastapainoa,vastapainossa,vastapainosta,vastapainoon,vastapainolla,vastapainolta,vastapainolle,vastapainona,vastapainoksi,vastapainotta
1758,laatikko,laatikko,laatikon,laatikon,laatikkoa,laatikossa,laatikosta,laatikkoon,laatikolla,laatikolta,laatikolle,laatikkona,laatikoksi,laatikotta
1759,tappara,tappara,tapparan,tapparan,tapparaa,tapparassa,tapparasta,tapparaan,tapparalla,tapparalta,tapparalle,tapparana,tapparaksi,tapparatta
1760,mittaus,mittaus,mittauksen,mittauksen,mittausta,mittauksessa,mittauksesta,mittaukseen,mittauksella,mittaukselta,mittaukselle,mittauksena,mittaukseksi,mittauksetta
1761,oja,oja,ojan,ojan,ojaa,ojassa,ojasta,ojaan,ojalla,ojalta,ojalle,ojana,ojaksi,ojatta
1762,vähennys,vähennys,vähennyksen,vähennyksen,vähennystä,vähennyksessä,vähennyksestä,vähennykseen,vähennyksellä,vähennykseltä,vähennykselle,vähennyksenä,vähennykseksi,vähennyksettä
1763,kortteli,kortteli,korttelin,korttelin,korttelia,korttelissa,korttelista,kortteliin,korttelilla,korttelilta,korttelille,korttelina,kortteliksi,korttelitta
1764,epäonnistuminen,epäonnistuminen,epäonnistumisen,epäonnistumisen,epäonnistumista,epäonnistumisessa,epäonnistumisesta,epäonnistumiseen,epäonnistumisella,epäonnistumiselta,epäonnistumiselle,epäonnistumisena,epäonnistumiseksi,epäonnistumisetta
1765,säännös,säännös,säännöksen,säännöksen,säännöstä,säännöksessä,säännöksestä,säännökseen,säännöksellä,säännökseltä,säännökselle,säännöksenä,säännökseksi,säännöksettä
1766,seksi,seksi,seksin,seksin,seksiä,seksissä,seksistä,seksiin,seksillä,seksiltä,seksille,seksinä,seksiksi,seksittä
1767,polkupyörä,polkupyörä,polkupyörän,polkupyörän,polkupyörää,polkupyörässä,polkupyörästä,polkupyörään,polkupyörällä,polkupyörältä,polkupyörälle,polkupyöränä,polkupyöräksi,polkupyörättä
1768,visio,visio,vision,vision,visiota,visiossa,visiosta,visioon,visiolla,visiolta,visiolle,visiona,visioksi,visiotta
1769,reaktio,reaktio,reaktion,reaktion,reaktiota,reaktiossa,reaktiosta,reaktioon,reaktiolla,reaktiolta,reaktiolle,reaktiona,reaktioksi,reaktiotta
1770,retki,retki,retken,retken,retkeä,retkessä,retkestä,retkeen,retkellä,retkeltä,retkelle,retkenä,retkeksi,retkettä
1771,lähialue,lähialue,lähialueen,lähialueen,lähialuetta,lähialueessa,lähialueesta,lähialueeseen,lähialueella,lähialueelta,lähialueelle,lähialueena,lähialueeksi,lähialueetta
1772,vuosikate,vuosikate,vuosikatteen,vuosikatteen,vuosikatetta,vuosikatteessa,vuosikatteesta,vuosikatteeseen,vuosikatteella,vuosikatteelta,vuosikatteelle,vuosikatteena,vuosikatteeksi,vuosikatteetta
1773,pianisti,pianisti,pianistin,pianistin,pianistia,pianistissa,pianistista,pianistiin,pianistilla,pianistilta,pianistille,pianistina,pianistiksi,pianistitta
1774,suurlähetystö,suurlähetystö,suurlähetystön,suurlähetystön,suurlähetystöä,suurlähetystössä,suurlähetystöstä,suurlähetystöön,suurlähetystöllä,suurlähetystöltä,suurlähetystölle,suurlähetystönä,suurlähetystöksi,suurlähetystöttä
1775,media,media,median,median,mediaa,mediassa,mediasta,mediaan,medialla,medialta,medialle,mediana,mediaksi,mediatta
1776,ostos,ostos,ostoksen,ostoksen,ostosta,ostoksessa,ostoksesta,ostokseen,ostoksella,ostokselta,ostokselle,ostoksena,ostokseksi,ostoksetta
1777,petos,petos,petoksen,petoksen,petosta,petoksessa,petoksesta,petokseen,petoksella,petokselta,petokselle,petoksena,petokseksi,petoksetta
1778,turvapaikka,turvapaikka,turvapaikan,turvapaikan,turvapaikkaa,turvapaikassa,turvapaikasta,turvapaikkaan,turvapaikalla,turvapaikalta,turvapaikalle,turvapaikkana,turvapaikaksi,turvapaikatta
1779,terveysministeriö,terveysministeriö,terveysministeriön,terveysministeriön,terveysministeriötä,terveysministeriössä,terveysministeriöstä,terveysministeriöön,terveysministeriöllä,terveysministeriöltä,terveysministeriölle,terveysministeriönä,terveysministeriöksi,terveysministeriöttä
1780,määräaika,määräaika,määräajan,määräajan,määräaikaa,määräajassa,määräajasta,määräaikaan,määräajalla,määräajalta,määräajalle,määräaikana,määräajaksi,määräajatta
1781,pussi,pussi,pussin,pussin,pussia,pussissa,pussista,pussiin,pussilla,pussilta,pussille,pussina,pussiksi,pussitta
1782,varas,varas,varkaan,varkaan,varasta,varkaassa,varkaasta,varkaaseen,varkaalla,varkaalta,varkaalle,varkaana,varkaaksi,varkaatta
1783,viiva,viiva,viivan,viivan,viivaa,viivassa,viivasta,viivaan,viivalla,viivalta,viivalle,viivana,viivaksi,viivatta
1784,tilinpäätös,tilinpäätös,tilinpäätöksen,tilinpäätöksen,tilinpäätöstä,tilinpäätöksessä,tilinpäätöksestä,tilinpäätökseen,tilinpäätöksellä,tilinpäätökseltä,tilinpäätökselle,tilinpäätöksenä,tilinpäätökseksi,tilinpäätöksettä
1785,kauhu,kauhu,kauhun,kauhun,kauhua,kauhussa,kauhusta,kauhuun,kauhulla,kauhulta,kauhulle,kauhuna,kauhuksi,kauhutta
1786,klubi,klubi,klubin,klubin,klubia,klubissa,klubista,klubiin,klubilla,klubilta,klubille,klubina,klubiksi,klubitta
1787,taktiikka,taktiikka,taktiikan,taktiikan,taktiikkaa,taktiikassa,taktiikasta,taktiikkaan,taktiikalla,taktiikalta,taktiikalle,taktiikkana,taktiikaksi,taktiikatta
1788,uimahalli,uimahalli,uimahallin,uimahallin,uimahallia,uimahallissa,uimahallista,uimahalliin,uimahallilla,uimahallilta,uimahallille,uimahallina,uimahalliksi,uimahallitta
1789,liikemies,liikemies,liikemiehen,liikemiehen,liikemiestä,liikemiehessä,liikemiehestä,liikemieheen,liikemiehellä,liikemieheltä,liikemiehelle,liikemiehenä,liikemieheksi,liikemiehettä
1790,rohkeus,rohkeus,rohkeuden,rohkeuden,rohkeutta,rohkeudessa,rohkeudesta,rohkeuteen,rohkeudella,rohkeudelta,rohkeudelle,rohkeutena,rohkeudeksi,rohkeudetta
1791,tukija,tukija,tukijan,tukijan,tukijaa,tukijassa,tukijasta,tukijaan,tukijalla,tukijalta,tukijalle,tukijana,tukijaksi,tukijatta
1792,toimija,toimija,toimijan,toimijan,toimijaa,toimijassa,toimijasta,toimijaan,toimijalla,toimijalta,toimijalle,toimijana,toimijaksi,toimijatta
1793,karjala,karjala,karjalan,karjalan,karjalaa,karjalassa,karjalasta,karjalaan,karjalalla,karjalalta,karjalalle,karjalana,karjalaksi,karjalatta
1794,syvyys,syvyys,syvyyden,syvyyden,syvyyttä,syvyydessä,syvyydestä,syvyyteen,syvyydellä,syvyydeltä,syvyydelle,syvyytenä,syvyydeksi,syvyydettä
1795,kauneus,kauneus,kauneuden,kauneuden,kauneutta,kauneudessa,kauneudesta,kauneuteen,kauneudella,kauneudelta,kauneudelle,kauneutena,kauneudeksi,kauneudetta
1796,työttömyysaste,työttömyysaste,työttömyysasteen,työttömyysasteen,työttömyysastetta,työttömyysasteessa,työttömyysasteesta,työttömyysasteeseen,työttömyysasteella,työttömyysasteelta,työttömyysasteelle,työttömyysasteena,työttömyysasteeksi,työttömyysasteetta
1797,gramma,gramma,gramman,gramman,grammaa,grammassa,grammasta,grammaan,grammalla,grammalta,grammalle,grammana,grammaksi,grammatta
